"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Aurora County,"2021","First Quarter(p)","112","858","-2.7","657","1.5","Total, all industries","46003","SD"
Beadle County,"2021","First Quarter(p)","667","8107","-2.9","827","-0.5","Total, all industries","46005","SD"
Bennett County,"2021","First Quarter(p)","95","759","-8.7","668","5.2","Total, all industries","46007","SD"
Bon Homme County,"2021","First Quarter(p)","217","1676","-1.4","694","1.2","Total, all industries","46009","SD"
Brookings County,"2021","First Quarter(p)","1154","17248","-2.4","918","3.0","Total, all industries","46011","SD"
Brown County,"2021","First Quarter(p)","1459","19633","-1.2","908","4.1","Total, all industries","46013","SD"
Brule County,"2021","First Quarter(p)","253","1886","1.6","750","10.6","Total, all industries","46015","SD"
Buffalo County,"2021","First Quarter(p)","27","495","9.5","869","8.8","Total, all industries","46017","SD"
Butte County,"2021","First Quarter(p)","400","2644","-0.7","668","2.0","Total, all industries","46019","SD"
Campbell County,"2021","First Quarter(p)","72","450","1.8","682","1.6","Total, all industries","46021","SD"
Charles Mix County,"2021","First Quarter(p)","358","3208","-1.2","745","6.3","Total, all industries","46023","SD"
Clark County,"2021","First Quarter(p)","178","1078","-7.4","667","-9.5","Total, all industries","46025","SD"
Clay County,"2021","First Quarter(p)","423","5684","-1.3","795","4.7","Total, all industries","46027","SD"
Codington County,"2021","First Quarter(p)","1279","15690","-2.0","809","0.9","Total, all industries","46029","SD"
Corson County,"2021","First Quarter(p)","67","782","-3.6","735","4.0","Total, all industries","46031","SD"
Custer County,"2021","First Quarter(p)","381","2001","3.9","760","1.3","Total, all industries","46033","SD"
Davison County,"2021","First Quarter(p)","813","11653","-1.6","829","1.7","Total, all industries","46035","SD"
Day County,"2021","First Quarter(p)","244","1752","0.0","685","0.4","Total, all industries","46037","SD"
Deuel County,"2021","First Quarter(p)","183","1372","9.0","852","4.8","Total, all industries","46039","SD"
Dewey County,"2021","First Quarter(p)","143","2450","11.1","868","9.7","Total, all industries","46041","SD"
Douglas County,"2021","First Quarter(p)","127","1046","-1.2","687","7.3","Total, all industries","46043","SD"
Edmunds County,"2021","First Quarter(p)","178","1157","-1.0","773","1.3","Total, all industries","46045","SD"
Fall River County,"2021","First Quarter(p)","304","2412","2.4","782","5.0","Total, all industries","46047","SD"
